0.000000, 256.000000, 128544000000000044761612288.000000, 34064400881357441451697791876202496.000000, -34064363398400677183328210305155072.000000, 1189024.725029
10.000000, 256.000000, 128544000000000044761612288.000000, 34068929838070702095704585230352384.000000, -34064364335966092376766721283850240.000000, 1189024.725029
20.000000, 256.000000, 128544000000000044761612288.000000, 34081350218537524154617872791896064.000000, -34064371377870410366939710680465408.000000, 1189024.725029
30.000000, 256.000000, 128544000000000044761612288.000000, 34102994440844922035480184242569216.000000, -34064398467129720435951905007468544.000000, 1189024.725029
40.000000, 256.000000, 128544000000000044761612288.000000, 34139219345478075314368014180155392.000000, -34064526517397994415232382910070784.000000, 1189024.725029
50.000000, 255.000000, 128544000000000061941481472.000000, 34147827192356955992512464731242496.000000, -34049985159673076385508989429874688.000000, 1189024.725029
60.000000, 255.000000, 128544000000000061941481472.000000, 34204443796564549654867504053354496.000000, -34050329212689530738023400158003200.000000, 1189024.725029
70.000000, 254.000000, 128544000000000044761612288.000000, 34200379843975021054478214485770240.000000, -34025628779954931096965450827825152.000000, 1189024.725029
80.000000, 254.000000, 128544000000000044761612288.000000, 34271241996515295720832954240335872.000000, -34025965522129172480224078443053056.000000, 1189024.725029
90.000000, 254.000000, 128544000000000044761612288.000000, 34402267549957649009934700300468224.000000, -34028070612050914464623100533145600.000000, 1189024.725029
100.000000, 253.000000, 128544000000000027581743104.000000, 34270995554146717481960612296654848.000000, -33963184727010566459206622550949888.000000, 1189024.725029
110.000000, 253.000000, 128544000000000027581743104.000000, 34350737414275987701990421639987200.000000, -33963448773946945225326270229774336.000000, 1189024.725029
120.000000, 253.000000, 128544000000000027581743104.000000, 34472443455950857337947353623035904.000000, -33964824045983010007650395744108544.000000, 1189024.725029
130.000000, 252.000000, 128544000000000027581743104.000000, 34464805462396084492258719974817792.000000, -33933871991726405326713841436852224.000000, 1189024.725029
140.000000, 251.000000, 128544000000000027581743104.000000, 34474709483345713759294031067611136.000000, -33923457697648013816123984988602368.000000, 1189024.725029
150.000000, 251.000000, 128544000000000027581743104.000000, 34568367560063714088547015314112512.000000, -33923574302006784080667222262939648.000000, 1189024.725029
160.000000, 251.000000, 128544000000000027581743104.000000, 34678842518018150761697614829191168.000000, -33923842969109951958226261185134592.000000, 1189024.725029
170.000000, 251.000000, 128544000000000027581743104.000000, 34832396346594255971130344694874112.000000, -33925212792527498058343254979510272.000000, 1189024.725029
180.000000, 249.000000, 128544000000000044761612288.000000, 34878034610814323794754621096853504.000000, -33903743611203877155955990570467328.000000, 1189024.725029
190.000000, 247.000000, 128543999999999993222004736.000000, 34956035552197966583750515125911552.000000, -33887436349352940970905763701587968.000000, 1189024.725029
200.000000, 247.000000, 128543999999999993222004736.000000, 35136316849649538771450066425085952.000000, -33888554363478605533017254186188800.000000, 1189024.725029
210.000000, 244.000000, 128544000000000010401873920.000000, 35234723782118253654221364683341824.000000, -33864463984551552420441497410732032.000000, 1189024.725029
220.000000, 242.000000, 128544000000000010401873920.000000, 35243204833334204743488885028290560.000000, -33838354254495769419955883464458240.000000, 1189024.725029
230.000000, 242.000000, 128544000000000010401873920.000000, 35462600513479643913931082229088256.000000, -33839905360946579897524742227230720.000000, 1189024.725029
240.000000, 240.000000, 128543999999999993222004736.000000, 35734195739354956321608384087326720.000000, -33829482990404709323879504060350464.000000, 1189024.725029
250.000000, 239.000000, 128543999999999976042135552.000000, 35571518247123365075351085967736832.000000, -33785525438388282065156108588154880.000000, 1189024.725029
260.000000, 238.000000, 128543999999999993222004736.000000, 35637398761081636981818516568014848.000000, -33780193807884638811294418472009728.000000, 1189024.725029
270.000000, 238.000000, 128543999999999993222004736.000000, 35819418483832214184616988304736256.000000, -33780257174464118634772114530369536.000000, 1189024.725029
280.000000, 238.000000, 128543999999999993222004736.000000, 36026080474310618877650501734760448.000000, -33780181391988363543523320351686656.000000, 1189024.725029
290.000000, 238.000000, 128543999999999993222004736.000000, 36304058373420910917746024477884416.000000, -33777230557107530675590888475852800.000000, 1189024.725029
300.000000, 237.000000, 128543999999999993222004736.000000, 36481869138982706974455536700882944.000000, -33762465035700065469105170720751616.000000, 1189024.725029
310.000000, 237.000000, 128543999999999993222004736.000000, 37085811370264741676769541644877824.000000, -33755708117495238734768642438725632.000000, 1189024.725029
320.000000, 235.000000, 128543999999999976042135552.000000, 36889171949482733052173576944222208.000000, -33706844292820147236743419615248384.000000, 1189024.725029
330.000000, 234.000000, 128543999999999976042135552.000000, 37241429764404507871253815472685056.000000, -33697836272691783606896300038029312.000000, 1189024.725029
340.000000, 232.000000, 128543999999999993222004736.000000, 37326087786676831962126864340746240.000000, -33640952114848704235955503635628032.000000, 1189024.725029
350.000000, 231.000000, 128543999999999976042135552.000000, 37536184813845964917652433672339456.000000, -32753378016045262769025145779519488.000000, 1189024.725029
360.000000, 230.000000, 128543999999999993222004736.000000, 38048828839898297943493448281620480.000000, -32753019817399188581886295889936384.000000, 1189024.725029
370.000000, 230.000000, 128543999999999993222004736.000000, 38613044361032188332668642188591104.000000, -32658215146467145003672660500021248.000000, 1189024.725029
380.000000, 228.000000, 128543999999999976042135552.000000, 38513218933794126765264557744062464.000000, -32637521886471537532672257883635712.000000, 1189024.725029
390.000000, 225.000000, 128543999999999993222004736.000000, 38558948796964252335409929048293376.000000, -32675958799199308482425630731796480.000000, 1189024.725029
400.000000, 223.000000, 128544000000000010401873920.000000, 38737705234694952580561594264584192.000000, -32595957945473676736696362687528960.000000, 1189024.725029
410.000000, 223.000000, 128544000000000010401873920.000000, 39121457087660661981323219016089600.000000, -32599378089897796655095810344615936.000000, 1189024.725029
420.000000, 220.000000, 128544000000000010401873920.000000, 39170517151244768250386502943506432.000000, -32494052343275672305579368743174144.000000, 1189024.725029
430.000000, 220.000000, 128544000000000010401873920.000000, 39659498215556427390957756153331712.000000, -32478094815656019511169672454078464.000000, 1189024.725029
440.000000, 220.000000, 128544000000000010401873920.000000, 40007453991023888756799814103990272.000000, -32472440865093480901966232698224640.000000, 1189024.725029
450.000000, 218.000000, 128543999999999993222004736.000000, 40114196363875560284980479581487104.000000, -32470041958217535886726992125493248.000000, 1189024.725029
460.000000, 216.000000, 128543999999999993222004736.000000, 40452207557027351966671240456830976.000000, -32452754362273989118480821530918912.000000, 1189024.725029
470.000000, 215.000000, 128543999999999976042135552.000000, 41144910512335865814352086194716672.000000, -32460874402855468127262378819584000.000000, 1189024.725029
480.000000, 214.000000, 128543999999999976042135552.000000, 41648940845174228767320531772899328.000000, -32303649647935232933018098397609984.000000, 1189024.725029
490.000000, 213.000000, 128543999999999976042135552.000000, 41951739391942100362151818713628672.000000, -32246942720538574355479311140519936.000000, 1189024.725029
500.000000, 210.000000, 128543999999999958862266368.000000, 41855200254743554129360420119511040.000000, -32210655012339653539473552996040704.000000, 1189024.725029
510.000000, 207.000000, 128543999999999958862266368.000000, 42354931483354437481010285726662656.000000, -32178439389896264657884571372617728.000000, 1189024.725029
520.000000, 203.000000, 128543999999999941682397184.000000, 42689664298804696267146623549702144.000000, -32130434382007806603941850747240448.000000, 1189024.725029
530.000000, 198.000000, 128543999999999958862266368.000000, 43004895183458074371396255162040320.000000, -32026528462853589842668836213489664.000000, 1189024.725029
